3.5032e-11,1.1429e-11,-3.6209e-11,2.9563e-12,-2.9078e-11,-3.336e-11,-2.4583e-11
-1.4347e-09,-3.0192e-09,2.1764e-09,-3.1834e-09,3.5193e-09,2.699e-09,-3.1701e-09
-1.1727e-08,-2.4229e-08,1.7664e-08,-2.5485e-08,2.8358e-08,2.1818e-08,-2.5184e-08
-3.9679e-08,-8.1781e-08,5.9697e-08,-8.6012e-08,9.578e-08,7.3692e-08,-8.4924e-08
-9.414e-08,-1.9382e-07,1.4154e-07,-2.0386e-07,2.2708e-07,1.7466e-07,-2.0123e-07
-1.8397e-07,-3.7849e-07,2.7646e-07,-3.9814e-07,4.4355e-07,3.4105e-07,-3.9295e-07
-3.1806e-07,-6.539e-07,4.7772e-07,-6.8791e-07,7.6649e-07,5.8916e-07,-6.7888e-07
-5.0529e-07,-1.0381e-06,7.5856e-07,-1.0923e-06,1.2172e-06,9.3526e-07,-1.0778e-06
-7.5456e-07,-1.5493e-06,1.1322e-06,-1.6303e-06,1.8169e-06,1.3956e-06,-1.6086e-06
-1.0748e-06,-2.2054e-06,1.612e-06,-2.321e-06,2.5871e-06,1.9864e-06,-2.2899e-06
-1.4749e-06,-3.0246e-06,2.2111e-06,-3.1835e-06,3.5488e-06,2.7239e-06,-3.1407e-06
-1.9639e-06,-4.0248e-06,2.9427e-06,-4.2367e-06,4.7235e-06,3.6242e-06,-4.1794e-06
-2.5507e-06,-5.2241e-06,3.8201e-06,-5.4998e-06,6.1324e-06,4.7036e-06,-5.4251e-06
-3.2443e-06,-6.6404e-06,4.8565e-06,-6.9918e-06,7.7969e-06,5.978e-06,-6.8962e-06
-4.0536e-06,-8.2918e-06,6.065e-06,-8.7316e-06,9.7381e-06,7.4637e-06,-8.6116e-06
-4.9876e-06,-1.0196e-05,7.459e-06,-1.0738e-05,1.1977e-05,9.1767e-06,-1.059e-05
-6.0555e-06,-1.2371e-05,9.0517e-06,-1.3031e-05,1.4536e-05,1.1133e-05,-1.285e-05
-7.2661e-06,-1.4835e-05,1.0856e-05,-1.5628e-05,1.7435e-05,1.3349e-05,-1.541e-05
-8.6285e-06,-1.7606e-05,1.2885e-05,-1.8549e-05,2.0697e-05,1.584e-05,-1.8289e-05
-1.0152e-05,-2.0701e-05,1.5153e-05,-2.1813e-05,2.4341e-05,1.8622e-05,-2.1505e-05
-1.1845e-05,-2.4139e-05,1.7672e-05,-2.5438e-05,2.839e-05,2.1712e-05,-2.5077e-05
-1.3717e-05,-2.7937e-05,2.0455e-05,-2.9444e-05,3.2864e-05,2.5125e-05,-2.9024e-05
-1.5777e-05,-3.2113e-05,2.3516e-05,-3.3849e-05,3.7786e-05,2.8877e-05,-3.3364e-05
-1.8035e-05,-3.6685e-05,2.6868e-05,-3.8673e-05,4.3175e-05,3.2984e-05,-3.8116e-05
-2.0499e-05,-4.167e-05,3.0524e-05,-4.3934e-05,4.9055e-05,3.7461e-05,-4.3298e-05
-2.3178e-05,-4.7087e-05,3.4496e-05,-4.9651e-05,5.5444e-05,4.2326e-05,-4.8929e-05
-2.6081e-05,-5.2952e-05,3.8799e-05,-5.5843e-05,6.2366e-05,4.7592e-05,-5.5026e-05
-2.9219e-05,-5.9285e-05,4.3445e-05,-6.2529e-05,6.984e-05,5.3277e-05,-6.161e-05
-3.2599e-05,-6.6102e-05,4.8448e-05,-6.9727e-05,7.7889e-05,5.9395e-05,-6.8697e-05
-3.6231e-05,-7.342e-05,5.382e-05,-7.7456e-05,8.6534e-05,6.5963e-05,-7.6307e-05
-4.0124e-05,-8.1259e-05,5.9574e-05,-8.5736e-05,9.5795e-05,7.2995e-05,-8.4457e-05
-4.4287e-05,-8.9634e-05,6.5724e-05,-9.4585e-05,0.00010569,8.0509e-05,-9.3167e-05
-4.873e-05,-9.8565e-05,7.2283e-05,-0.00010402,0.00011625,8.8519e-05,-0.00010245
-5.3462e-05,-0.00010807,7.9263e-05,-0.00011406,0.00012749,9.704e-05,-0.00011234
-5.8492e-05,-0.00011816,8.6678e-05,-0.00012473,0.00013943,0.00010609,-0.00012283
-6.3829e-05,-0.00012886,9.454e-05,-0.00013604,0.00015209,0.00011568,-0.00013396
-6.9482e-05,-0.00014018,0.00010286,-0.00014802,0.0001655,0.00012583,-0.00014574
-7.5461e-05,-0.00015215,0.00011166,-0.00016067,0.00017967,0.00013655,-0.00015819
-8.1774e-05,-0.00016478,0.00012094,-0.00017403,0.00019462,0.00014787,-0.00017133
-8.8432e-05,-0.00017808,0.00013073,-0.0001881,0.00021038,0.00015978,-0.00018517
-9.5443e-05,-0.00019208,0.00014102,-0.00020291,0.00022697,0.00017232,-0.00019973
-0.00010282,-0.00020679,0.00015184,-0.00021848,0.00024441,0.00018549,-0.00021504
-0.00011056,-0.00022223,0.0001632,-0.00023482,0.00026272,0.00019932,-0.0002311
-0.00011869,-0.00023841,0.00017512,-0.00025195,0.00028192,0.0002138,-0.00024794
-0.00012721,-0.00025536,0.00018759,-0.00026989,0.00030204,0.00022897,-0.00026558
-0.00013613,-0.00027309,0.00020064,-0.00028867,0.00032308,0.00024484,-0.00028403
-0.00014545,-0.00029161,0.00021429,-0.00030829,0.00034508,0.00026141,-0.00030331
-0.0001552,-0.00031096,0.00022853,-0.00032878,0.00036805,0.00027871,-0.00032344
-0.00016537,-0.00033113,0.00024339,-0.00035015,0.00039202,0.00029676,-0.00034444
-0.00017598,-0.00035215,0.00025888,-0.00037242,0.00041701,0.00031555,-0.00036633
-0.00018704,-0.00037404,0.00027501,-0.00039562,0.00044304,0.00033512,-0.00038911
-0.00019855,-0.00039681,0.0002918,-0.00041976,0.00047012,0.00035548,-0.00041282
-0.00021053,-0.00042048,0.00030925,-0.00044486,0.00049828,0.00037663,-0.00043747
-0.00022298,-0.00044507,0.00032738,-0.00047093,0.00052755,0.00039861,-0.00046307
-0.00023592,-0.0004706,0.0003462,-0.000498,0.00055793,0.00042141,-0.00048964
-0.00024935,-0.00049707,0.00036573,-0.00052608,0.00058946,0.00044505,-0.00051721
-0.00026329,-0.00052451,0.00038598,-0.00055519,0.00062215,0.00046956,-0.00054579
-0.00027773,-0.00055294,0.00040696,-0.00058535,0.00065602,0.00049494,-0.00057539
-0.0002927,-0.00058237,0.00042868,-0.00061658,0.0006911,0.00052122,-0.00060604
-0.0003082,-0.00061282,0.00045115,-0.00064889,0.0007274,0.00054839,-0.00063775
-0.00032424,-0.0006443,0.0004744,-0.00068231,0.00076495,0.00057648,-0.00067054
-0.00034083,-0.00067683,0.00049842,-0.00071685,0.00080376,0.00060551,-0.00070443
-0.00035798,-0.00071043,0.00052324,-0.00075254,0.00084387,0.00063548,-0.00073943
-0.0003757,-0.00074512,0.00054887,-0.00078938,0.00088528,0.00066642,-0.00077556
-0.00039399,-0.00078091,0.00057531,-0.00082739,0.00092801,0.00069833,-0.00081285
-0.00041288,-0.00081781,0.00060259,-0.0008666,0.0009721,0.00073124,-0.0008513
-0.00043236,-0.00085585,0.00063071,-0.00090702,0.0010176,0.00076514,-0.00089093
-0.00045245,-0.00089505,0.00065968,-0.00094867,0.0010644,0.00080007,-0.00093177
-0.00047315,-0.0009354,0.00068953,-0.00099157,0.0011127,0.00083603,-0.00097382
-0.00049449,-0.00097695,0.00072025,-0.0010357,0.0011624,0.00087304,-0.0010171
-0.00051645,-0.0010197,0.00075187,-0.0010812,0.0012135,0.00091111,-0.0010616
-0.00053906,-0.0010636,0.0007844,-0.0011279,0.0012661,0.00095026,-0.0011075
-0.00056233,-0.0011088,0.00081784,-0.001176,0.0013202,0.0009905,-0.0011546
-0.00058626,-0.0011553,0.00085222,-0.0012254,0.0013758,0.0010318,-0.001203
-0.00061086,-0.001203,0.00088754,-0.0012762,0.001433,0.0010743,-0.0012527
-0.00063614,-0.001252,0.00092381,-0.0013283,0.0014917,0.0011179,-0.0013037
-0.00066212,-0.0013023,0.00096105,-0.0013818,0.001552,0.0011626,-0.0013562
-0.0006888,-0.0013539,0.00099928,-0.0014368,0.0016138,0.0012085,-0.00141
-0.00071619,-0.0014068,0.0010385,-0.0014931,0.0016773,0.0012556,-0.0014651
-0.0007443,-0.0014611,0.0010787,-0.0015509,0.0017424,0.0013039,-0.0015217
-0.00077314,-0.0015167,0.0011199,-0.0016102,0.0018092,0.0013533,-0.0015797
-0.00080272,-0.0015737,0.0011622,-0.0016709,0.0018777,0.001404,-0.0016392
-0.00083305,-0.0016321,0.0012055,-0.0017331,0.0019478,0.0014559,-0.0017001
-0.00086414,-0.0016919,0.0012499,-0.0017969,0.0020197,0.001509,-0.0017624
-0.000896,-0.0017532,0.0012953,-0.0018621,0.0020933,0.0015634,-0.0018263
-0.00092864,-0.0018159,0.0013418,-0.001929,0.0021686,0.0016191,-0.0018917
-0.00096206,-0.00188,0.0013894,-0.0019973,0.0022458,0.0016761,-0.0019585
-0.00099628,-0.0019456,0.0014381,-0.0020673,0.0023247,0.0017343,-0.002027
-0.0010313,-0.0020127,0.0014879,-0.0021389,0.0024054,0.0017939,-0.0020969
-0.0010672,-0.0020813,0.0015388,-0.002212,0.002488,0.0018547,-0.0021685
-0.0011038,-0.0021514,0.0015909,-0.0022869,0.0025724,0.0019169,-0.0022416
-0.0011413,-0.0022231,0.0016441,-0.0023633,0.0026587,0.0019805,-0.0023164
-0.0011797,-0.0022963,0.0016985,-0.0024414,0.0027469,0.0020454,-0.0023927
-0.0012189,-0.0023711,0.0017541,-0.0025213,0.002837,0.0021117,-0.0024707
-0.001259,-0.0024474,0.0018108,-0.0026028,0.0029291,0.0021794,-0.0025504
-0.0012999,-0.0025254,0.0018688,-0.002686,0.0030231,0.0022485,-0.0026317
-0.0013417,-0.0026049,0.0019279,-0.002771,0.0031191,0.002319,-0.0027147
-0.0013844,-0.0026861,0.0019883,-0.0028577,0.003217,0.0023909,-0.0027994
-0.0014281,-0.002769,0.0020499,-0.0029462,0.003317,0.0024643,-0.0028858
-0.0014726,-0.0028534,0.0021127,-0.0030364,0.003419,0.0025391,-0.002974
-0.0015181,-0.0029396,0.0021768,-0.0031285,0.0035231,0.0026154,-0.0030639
-0.0015644,-0.0030274,0.0022422,-0.0032224,0.0036292,0.0026932,-0.0031556
-0.0016118,-0.003117,0.0023088,-0.0033181,0.0037374,0.0027724,-0.003249
-0.0016601,-0.0032083,0.0023768,-0.0034157,0.0038478,0.0028532,-0.0033442
-0.0017093,-0.0033013,0.002446,-0.0035152,0.0039602,0.0029355,-0.0034413
-0.0017595,-0.003396,0.0025166,-0.0036165,0.0040749,0.0030193,-0.0035402
-0.0018107,-0.0034925,0.0025885,-0.0037197,0.0041916,0.0031046,-0.0036409
-0.0018629,-0.0035908,0.0026617,-0.0038249,0.0043106,0.0031915,-0.0037435
-0.001916,-0.0036909,0.0027362,-0.003932,0.0044318,0.00328,-0.0038479
-0.0019702,-0.0037927,0.0028122,-0.004041,0.0045552,0.00337,-0.0039543
-0.0020254,-0.0038964,0.0028895,-0.004152,0.0046808,0.0034616,-0.0040625
-0.0020816,-0.004002,0.0029682,-0.004265,0.0048088,0.0035549,-0.0041727
-0.0021389,-0.0041094,0.0030482,-0.00438,0.0049389,0.0036497,-0.0042848
-0.0021972,-0.0042186,0.0031297,-0.004497,0.0050714,0.0037462,-0.0043988
-0.0022566,-0.0043297,0.0032126,-0.004616,0.0052063,0.0038443,-0.0045148
-0.002317,-0.0044427,0.0032969,-0.0047371,0.0053434,0.003944,-0.0046328
-0.0023785,-0.0045577,0.0033827,-0.0048603,0.0054829,0.0040455,-0.0047528
-0.0024411,-0.0046745,0.0034699,-0.0049855,0.0056248,0.0041486,-0.0048748
-0.0025048,-0.0047933,0.0035586,-0.0051128,0.0057691,0.0042533,-0.0049988
-0.0025696,-0.004914,0.0036487,-0.0052423,0.0059158,0.0043598,-0.0051249
-0.0026355,-0.0050367,0.0037404,-0.0053738,0.0060649,0.004468,-0.005253
-0.0027025,-0.0051614,0.0038335,-0.0055075,0.0062165,0.0045779,-0.0053832
-0.0027706,-0.0052881,0.0039281,-0.0056434,0.0063706,0.0046895,-0.0055155
-0.0028399,-0.0054167,0.0040243,-0.0057814,0.0065271,0.0048029,-0.0056499
-0.0029104,-0.0055474,0.004122,-0.0059217,0.0066862,0.004918,-0.0057863
-0.002982,-0.0056802,0.0042212,-0.0060641,0.0068478,0.0050349,-0.0059249
-0.0030548,-0.0058149,0.004322,-0.0062088,0.0070119,0.0051536,-0.0060657
-0.0031287,-0.0059518,0.0044243,-0.0063557,0.0071786,0.0052741,-0.0062086
-0.0032039,-0.0060907,0.0045282,-0.0065048,0.0073479,0.0053964,-0.0063537
-0.0032802,-0.0062317,0.0046337,-0.0066562,0.0075197,0.0055204,-0.006501
-0.0033578,-0.0063748,0.0047407,-0.00681,0.0076942,0.0056463,-0.0066504
-0.0034366,-0.00652,0.0048494,-0.006966,0.0078713,0.0057741,-0.0068021
-0.0035166,-0.0066673,0.0049597,-0.0071243,0.0080511,0.0059036,-0.006956
-0.0035978,-0.0068168,0.0050716,-0.0072849,0.0082336,0.0060351,-0.0071122
-0.0036803,-0.0069685,0.0051852,-0.0074479,0.0084187,0.0061684,-0.0072706
-0.003764,-0.0071223,0.0053004,-0.0076133,0.0086066,0.0063035,-0.0074313
-0.003849,-0.0072783,0.0054172,-0.007781,0.0087971,0.0064406,-0.0075942
-0.0039353,-0.0074365,0.0055357,-0.0079511,0.0089905,0.0065796,-0.0077595
-0.0040229,-0.0075968,0.0056559,-0.0081236,0.0091865,0.0067204,-0.0079271
-0.0041117,-0.0077595,0.0057778,-0.0082986,0.0093854,0.0068632,-0.008097
-0.0042019,-0.0079243,0.0059014,-0.0084759,0.009587,0.0070079,-0.0082692
-0.0042934,-0.0080914,0.0060267,-0.0086558,0.0097915,0.0071546,-0.0084438
-0.0043862,-0.0082608,0.0061537,-0.0088381,0.0099988,0.0073032,-0.0086208
-0.0044803,-0.0084324,0.0062825,-0.0090228,0.010209,0.0074537,-0.0088001
-0.0045758,-0.0086063,0.006413,-0.0092101,0.010422,0.0076063,-0.0089818
-0.0046726,-0.0087826,0.0065452,-0.0093999,0.010638,0.0077608,-0.009166
-0.0047708,-0.0089611,0.0066792,-0.0095922,0.010857,0.0079173,-0.0093525
-0.0048704,-0.009142,0.0068149,-0.009787,0.011078,0.0080758,-0.0095415
-0.0049713,-0.0093251,0.0069525,-0.0099844,0.011303,0.0082363,-0.0097329
-0.0050736,-0.0095107,0.0070918,-0.010184,0.011531,0.0083989,-0.0099268
-0.0051773,-0.0096986,0.0072329,-0.010387,0.011761,0.0085635,-0.010123
-0.0052825,-0.0098889,0.0073759,-0.010592,0.011995,0.0087301,-0.010322
-0.005389,-0.010082,0.0075207,-0.0108,0.012231,0.0088987,-0.010523
-0.005497,-0.010277,0.0076672,-0.01101,0.012471,0.0090695,-0.010727
-0.0056064,-0.010474,0.0078157,-0.011223,0.012714,0.0092423,-0.010934
-0.0057172,-0.010674,0.007966,-0.011439,0.012959,0.0094171,-0.011143
-0.0058295,-0.010876,0.0081181,-0.011657,0.013208,0.0095941,-0.011354
-0.0059433,-0.011081,0.0082721,-0.011878,0.01346,0.0097732,-0.011568
-0.0060586,-0.011288,0.008428,-0.012102,0.013715,0.0099543,-0.011785
-0.0061753,-0.011498,0.0085858,-0.012328,0.013973,0.010138,-0.012004
-0.0062935,-0.01171,0.0087455,-0.012557,0.014234,0.010323,-0.012226
-0.0064132,-0.011925,0.008907,-0.012789,0.014499,0.010511,-0.01245
-0.0065345,-0.012142,0.0090705,-0.013024,0.014766,0.0107,-0.012677
-0.0066572,-0.012362,0.009236,-0.013261,0.015037,0.010892,-0.012907
-0.0067815,-0.012584,0.0094033,-0.013501,0.015311,0.011086,-0.013139
-0.0069073,-0.012809,0.0095726,-0.013744,0.015588,0.011282,-0.013374
-0.0070347,-0.013036,0.0097439,-0.01399,0.015868,0.011481,-0.013612
-0.0071636,-0.013266,0.0099171,-0.014238,0.016152,0.011681,-0.013852
-0.0072941,-0.013499,0.010092,-0.014489,0.016439,0.011884,-0.014095
-0.0074261,-0.013734,0.01027,-0.014744,0.016729,0.012089,-0.014341
-0.0075598,-0.013971,0.010449,-0.015001,0.017023,0.012296,-0.014589
-0.007695,-0.014211,0.01063,-0.015261,0.01732,0.012505,-0.01484
-0.0078319,-0.014454,0.010813,-0.015523,0.01762,0.012717,-0.015094
